Name;Platform;Genre;Global_Sales;User_Score;User_Count;Rating;;
Hamster Heroes;Wii;Puzzle;0.16;;;;;
Hot Wheels Velocity X;GBA;Racing;0.16;;;;;
Driver: San Francisco;Wii;Racing;0.16;6.2;10;T;;
Alien Resurrection;PS;Shooter;0.16;7.5;15;M;;
World Tour Soccer 2005;PS2;Sports;0.16;9;6;E;;
Disney Friends;DS;Simulation;0.16;7.3;4;E;;
ESPN College Hoops;PS2;Sports;0.16;8.5;8;E;;
Dengeki Bunko Fighting Climax;PS3;Fighting;0.16;8.2;29;T;;
F1 Championship Season 2000;PS2;Racing;0.16;tbd;;E;;
Leisure Suit Larry: Box Office Bust;X360;Adventure;0.16;2.5;41;M;;
Pen 1 Grand Prix: Penguin no Mondai Special;DS;Fighting;0.16;;;;;
Robotech: Battlecry;GC;Shooter;0.16;8.4;5;T;;
Zapper: One Wicked Cricket!;PS2;Platform;0.16;;;;;
Bomberman Land;PS;Misc;0.16;;;;;
Clash of the Titans;X360;Action;0.16;4.1;17;T;;
Pro Evolution Soccer 2014;PSP;Action;0.16;;;E;;
Paws & Claws: Pet Resort;GBA;Simulation;0.16;;;;;
Kya: Dark Lineage;PS2;Adventure;0.16;8.9;28;T;;
Mirror's Edge Catalyst;XOne;Platform;0.16;4.4;266;T;;
Curious George;GBA;Action;0.16;tbd;;E;;
Stronghold 3;PC;Strategy;0.16;3;350;T;;
Lethal Skies II;PS2;Simulation;0.16;tbd;;T;;
F1 2011;3DS;Racing;0.16;6.8;13;E;;
Kamaitachi no Yoru × 3;PS2;Adventure;0.16;;;;;
Guilty Gear Judgment;PSP;Fighting;0.16;6.6;8;T;;
Tom and Jerry: Infurnal Escape;GBA;Action;0.16;;;;;
NCAA Football 09 All-Play;Wii;Sports;0.16;5.8;32;E;;
Splatterhouse;PS3;Action;0.16;7.7;67;M;;
The Legend of Heroes VII: The Trail of Zero;PSP;Role-Playing;0.16;;;;;
Doctor Lautrec and the Forgotten Knights;3DS;Adventure;0.16;6.1;8;E10+;;
King's Field;PS;Role-Playing;0.16;;;;;
Let's Ride: Sunshine Stables;GBA;Sports;0.16;;;;;
World Stadium 4;PS;Sports;0.16;;;;;
Disney's American Dragon Jake Long: Attack of the Dark Dragon;DS;Action;0.16;tbd;;E;;
Midway Arcade Treasures 2;GC;Misc;0.16;tbd;;M;;
Hot Wheels World Race;GC;Racing;0.16;7;5;E;;
San Goku Shi Taisen DS;DS;Strategy;0.16;;;;;
Monster Jam;Wii;Racing;0.16;7.8;8;E;;
Kawa no Nushi Tsuri;PS;Sports;0.16;;;;;
Castlevania Judgment;Wii;Fighting;0.16;5.9;56;T;;
Magic: The Gathering - Battlegrounds;XB;Strategy;0.16;;;;;
N2O: Nitrous Oxide;PS;Racing;0.16;;;;;
Dancing With The Stars;PS2;Misc;0.16;tbd;;E10+;;
Apache: Air Assault;X360;Simulation;0.16;6.4;31;T;;
Aliens: Infestation;DS;Action;0.16;8.2;29;T;;
Return to PopoloCrois: A Story of Seasons Fairytale;3DS;Simulation;0.16;6.8;15;E10+;;
Angry Birds Trilogy;PS3;Action;0.16;3.7;20;E;;
Otogirisou;SNES;Adventure;0.16;;;;;
SD Gundam G Generation 3D;3DS;Role-Playing;0.16;;;;;
Crash Tag Team Racing;GC;Racing;0.16;7.3;11;E10+;;
El Shaddai: Ascension of the Metatron;X360;Action;0.16;7;47;T;;
NPPL: Championship Paintball 2009;PS3;Shooter;0.16;7.4;10;E10+;;
True Swing Golf;DS;Sports;0.16;7.7;11;E;;
TimeSplitters: Future Perfect;XB;Shooter;0.16;8.9;35;M;;
Hannah Montana: Rock Out the Show;PSP;Misc;0.16;;;;;
Zoo Hospital;Wii;Simulation;0.16;tbd;;E;;
Family Feud Decades;Wii;Misc;0.16;tbd;;E10+;;
Midway Arcade Treasures 3;PS2;Misc;0.16;tbd;;E;;
Goosebumps HorrorLand;Wii;Adventure;0.16;3.5;8;E10+;;
Dr. Muto;PS2;Platform;0.16;;;;;
Thrillville: Off the Rails;X360;Strategy;0.16;2.8;34;E10+;;
DS Rakubiki Jiten;DS;Misc;0.16;;;;;
SeaWorld Adventure Parks: Shamu's Deep Sea Adventure;PS2;Adventure;0.16;;;;;
Fatal Frame II: Crimson Butterfly;PS2;Action;0.16;9.2;100;M;;
Murdered: Soul Suspect;XOne;Action;0.16;7;130;M;;
Shadow Man: 2econd Coming;PS2;Adventure;0.16;7.6;8;M;;
Yu-Gi-Oh! 5D's Tag Force 6;PSP;Strategy;0.16;;;;;
Dynasty Warriors 4;XB;Action;0.16;8.8;18;T;;
Warriors Orochi 3;X360;Action;0.16;8.1;19;T;;
Wakeboarding Unleashed Featuring Shaun Murray;PS2;Sports;0.16;9;12;E;;
The Incredibles: Rise of the Underminer;GC;Action;0.16;6.6;7;E10+;;
Beowulf: The Game;PS3;Action;0.16;5.2;17;M;;
Dewy's Adventure;Wii;Platform;0.16;6.3;15;E;;
Jikkyou Powerful Pro Yakyuu 3 '97 Haru;SNES;Sports;0.16;;;;;
Alone in the Dark: The New Nightmare;PS;Adventure;0.16;8.1;40;M;;
The BIGS;PS3;Sports;0.16;7.2;12;E;;
Fracture;PS3;Shooter;0.16;5.8;18;T;;
Flushed Away;GC;Platform;0.16;tbd;;E;;
NBA Live 08;Wii;Sports;0.16;7.1;21;E;;
Summon Night EX-Thesis: Yoake no Tsubasa;PS2;Role-Playing;0.16;;;;;
Hyperdimension Neptunia Victory;PS3;Role-Playing;0.16;7.8;94;T;;
Pro Yaky? Spirits 3;PS2;Sports;0.16;;;;;
Silent Scope 3;PS2;Shooter;0.16;tbd;;M;;
NASCAR Heat 2002;GBA;Racing;0.16;tbd;;E;;
Marble Saga: Kororinpa;Wii;Puzzle;0.16;7.3;6;E;;
Namco Classic Fighter Collection;PS2;Fighting;0.16;tbd;;T;;
International Superstar Soccer Deluxe;SNES;Sports;0.16;;;;;
Family Game Night 4: The Game Show;Wii;Misc;0.16;tbd;;E;;
Intellivision Lives!;PS2;Misc;0.16;;;;;
Robots;GC;Action;0.16;tbd;;E;;
WRC 2: FIA World Rally Championship;PS3;Racing;0.16;;;;;
The King of Fighters XII;PS3;Fighting;0.16;5.3;46;T;;
Tak: Mojo Mistake;DS;Action;0.16;tbd;;E;;
Lego Star Wars: The Force Awakens;PS3;Action;0.16;tbd;;E10+;;
Dungeon Siege: Throne of Agony;PSP;Role-Playing;0.16;8.1;21;T;;
Rio;DS;Misc;0.16;tbd;;E;;
SimEarth: The Living Planet;SNES;Simulation;0.16;;;;;
Finding Nemo: Escape to the Big Blue;DS;Action;0.16;tbd;;E;;
Sengoku Basara: Chronicle Heroes;PSP;Action;0.16;;;;;
Grease Dance;X360;Misc;0.16;tbd;;T;;
Culdcept SAGA;X360;Role-Playing;0.16;8.7;49;T;;
The Wild Thornberrys: Chimp Chase;GBA;Action;0.16;tbd;;E;;
Power Stakes;PS;Sports;0.16;;;;;
World Series of Poker: Tournament of Champions 2007 Edition;X360;Misc;0.16;;;;;
Tom and Jerry in Fists of Furry;N64;Fighting;0.16;;;;;
Hydro Thunder;N64;Racing;0.16;;;;;
Destruction Derby 64;N64;Racing;0.16;;;;;
Space Invaders;N64;Shooter;0.16;;;;;
Starcraft 64;N64;Strategy;0.16;;;;;
Buck Bumble;N64;Action;0.16;;;;;
California Speed;N64;Misc;0.16;;;;;
Wonder Project J2: Koruro no Mori no Josette;N64;Simulation;0.16;;;;;
Asteroids Hyper 64;N64;Shooter;0.16;;;;;
The Powerpuff Girls: Chemical X-Traction;N64;Action;0.16;;;;;
Fighters Destiny;N64;Fighting;0.16;;;;;
Jikkyou Powerful Pro Yakyuu Basic-han 2001;N64;Sports;0.16;;;;;
The Crew;PC;Racing;0.16;6.4;463;T;;
Ready 2 Rumble Revolution;Wii;Sports;0.16;tbd;;T;;
Create;PS3;Action;0.16;5.2;5;E;;
Minna no DS Seminar: Kanpeki Kanji Ryoku;DS;Misc;0.16;;;;;
Macross Ace Frontier;PSP;Simulation;0.16;;;;;
Black & Bruised;PS2;Fighting;0.16;;;;;
Eragon;DS;Action;0.16;7.6;13;T;;
TimeShift;PS3;Shooter;0.16;6.3;27;M;;
.hack//G.U. Vol.2//Reminisce (jp sales);PS2;Role-Playing;0.16;;;;;
Rapala Pro Fishing;XB;Sports;0.16;tbd;;E;;
Spyro: Shadow Legacy;DS;Action;0.16;5.7;16;E;;
Just Dance: Disney Party;X360;Misc;0.16;tbd;;E;;
The Sims 3: Seasons;PC;Simulation;0.16;7.5;48;T;;
Our House;DS;Strategy;0.16;tbd;;E;;
Bakugan Battle Brawlers: Defenders of the Core;Wii;Action;0.16;tbd;;E10+;;
Guilty Gear Xrd: Sign;PS4;Fighting;0.16;;;;;
Sid Meier's Pirates!;Wii;Strategy;0.16;;;;;
Scarface: Money. Power. Respect.;PSP;Strategy;0.16;3.1;15;M;;
Angry Birds Star Wars;XOne;Strategy;0.16;6.9;63;E;;
Ghost in the Shell: Stand Alone Complex;PS2;Adventure;0.16;;;;;
Blitz: The League;X360;Sports;0.16;6.5;14;M;;
Battle Soccer: Field no Hasha;SNES;Sports;0.16;;;;;
Yakuza Kiwami;PS4;Adventure;0.16;;;;;
NBA 2K12;PC;Sports;0.16;7.1;66;E;;
Take A Break's: Puzzle Master;DS;Puzzle;0.16;;;;;
Ener-G: Dance Squad;DS;Sports;0.16;tbd;;E;;
Rudolph the Red-Nosed Reindeer;Wii;Action;0.16;tbd;;E;;
FlatOut 2;PS2;Racing;0.16;7.5;27;T;;
Naruto: Ultimate Ninja Heroes 2 - The Phantom Fortress;PSP;Fighting;0.16;7.8;17;T;;
Despicable Me: The Game;PSP;Platform;0.16;;;;;
FIFA Soccer 96;PS;Sports;0.16;;;;;
NCAA Final Four 2001;PS;Sports;0.16;tbd;;E;;
Heroes over Europe;PS3;Simulation;0.16;7;16;T;;
J-League Jikkyou Winning Eleven 2000;PS;Sports;0.16;;;;;
Eve: The Lost One;SAT;Adventure;0.16;;;;;
TNA iMPACT!;Wii;Fighting;0.16;;;;;
Konami Krazy Racers;GBA;Racing;0.16;tbd;;E;;
BioShock The Collection;XOne;Shooter;0.16;8.3;79;M;;
Watchmen: The End is Nigh - The Complete Experience;PS3;Action;0.16;;;;;
Solitaire Overload Plus;DS;Misc;0.16;tbd;;E;;
Saturday Night Slam Masters;SNES;Fighting;0.16;;;;;
F-Zero: GP Legend;GBA;Racing;0.16;8.5;18;E;;
Racing Lagoon;PS;Racing;0.16;;;;;
Vegas Party;Wii;Misc;0.16;tbd;;T;;
Mr. Driller 2;GBA;Puzzle;0.16;tbd;;E;;
Klonoa;Wii;Platform;0.16;8.6;39;E10+;;
Bulletstorm;PC;Shooter;0.16;7.7;768;M;;
Putty Squad;PS4;Platform;0.16;2.9;52;E10+;;
J-League Pro Soccer Club o Tsukurou! 6: Pride of J;PSP;Sports;0.16;;;;;
Burger Island;DS;Action;0.16;tbd;;E;;
The Walking Dead: Season One;XOne;Adventure;0.16;;;;;
Field Commander;PSP;Strategy;0.16;7.8;31;T;;
Left Brain Right Brain: Use Both Hands Train Both Sides;DS;Misc;0.16;;;;;
Around the World in 80 Days;DS;Action;0.16;;;;;
BCFX: The Black College Football Xperience; The Doug Williams Edition;2009;0.01;;;;;
Custom Robo Arena;DS;Fighting;0.16;8.3;27;E10+;;
Ar Nosurge: Ode to an Unborn Star;PS3;Role-Playing;0.16;7.8;49;T;;
Power Rangers Double Pack;GBA;Action;0.16;;;;;
Imagine: Ice Champions;DS;Sports;0.16;tbd;;E;;
Pachi-Slot Kanzen Kouryaku 3: Universal Koushiki Gaido Volume 3;PS;Misc;0.16;;;;;
FIFA Soccer 97;PS;Sports;0.16;;;;;
Transformer: Rise of the Dark Spark;X360;Action;0.16;;;;;
Shaun White Skateboarding;X360;Sports;0.16;5.3;7;T;;
Dragon Ball: Origins 2;DS;Action;0.16;tbd;;T;;
Psychic Force;PS;Fighting;0.16;;;;;
Trigger Man;PS2;Shooter;0.16;4.8;16;T;;
StarBlade α;PS;Shooter;0.16;;;;;
Kidou Senshi Gundam: Giren no Yabou - Axis no Kyoui;PSP;Strategy;0.16;;;;;
Wildstar;PC;Role-Playing;0.16;7.4;965;T;;
Family Party: 30 Great Games Outdoor Fun;Wii;Misc;0.16;tbd;;E10+;;
Tiger Woods PGA Tour 2004;GC;Sports;0.16;7.8;6;E;;
Rudolph the Red-Nosed Reindeer;DS;Action;0.16;tbd;;E;;
Spider-Man: Web of Shadows - Amazing Allies Edition;PSP;Action;0.16;;;;;
Culdcept;3DS;Misc;0.16;;;;;
Amped 3;X360;Sports;0.16;7.1;36;T;;
MX 2002 Featuring Ricky Carmichael;GBA;Racing;0.16;;;;;
Innocent Life: A Futuristic Harvest Moon;PSP;Simulation;0.16;7.8;23;E;;
Halo Triple Pack;XB;Shooter;0.16;;;;;
Street Racer;PS;Racing;0.16;;;;;
Bomberman Land Touch! 2;DS;Puzzle;0.16;;;;;
NBA 2K3;GC;Sports;0.16;tbd;;E;;
Harvest Moon: The Lost Valley;3DS;Simulation;0.16;;;;;
NHL 2005;XB;Sports;0.16;6.2;11;E;;
Arcana Heart;PS2;Fighting;0.16;8.1;8;T;;
World Soccer Winning Eleven 2010: Aoki Samurai no Chousen;PSP;Sports;0.16;;;;;
Battlestar Galactica;PS2;Shooter;0.16;6.8;6;T;;
Time Hollow;DS;Adventure;0.16;7.8;21;T;;
Medieval Games;Wii;Action;0.16;5.9;13;E10+;;
Kingdom Hearts: Birth by Sleep - Final Mix;PSP;Role-Playing;0.16;;;;;
Tak and the Guardians of Gross;Wii;Action;0.16;8;5;E10+;;
Yu-Gi-Oh! 5D's: Duel Transer;Wii;Strategy;0.16;;;;;
Jurassic Park: The Game;X360;Action;0.16;3.6;138;T;;
Toriko: Gourmet Monsters!;3DS;Role-Playing;0.16;;;;;
Akiba's Trip: Undead & Undressed;PSV;Action;0.16;;;;;
The Incredible Hulk: The Pantheon Saga;PS;Action;0.16;;;;;
The Idolm@ster 2;PS3;Misc;0.16;;;;;
Monster House;DS;Adventure;0.16;tbd;;E;;
Dynasty Warriors 8: Xtreme Legends;PS3;Action;0.16;6.8;9;T;;
Godzilla Unleashed;Wii;Fighting;0.16;7.2;37;E10+;;
AC/DC LIVE: Rock Band Track Pack;PS2;Misc;0.16;tbd;;T;;
Senran Kagura: Sh?jo-tachi no Shinei;3DS;Action;0.16;;;;;
Ener-G Horse Riders;DS;Sports;0.16;tbd;;E;;
He-Man: Power of Grayskull;GBA;Action;0.16;tbd;;E;;
Sherlock Holmes vs. Jack the Ripper;X360;Adventure;0.16;6.8;14;T;;
Sniper: Ghost Warrior;PC;Shooter;0.16;5.5;267;M;;
Rondo of Swords (US sales);DS;Role-Playing;0.16;;;;;
Polaris SnoCross;PS;Racing;0.16;tbd;;E;;
Wing Commander III: Heart of the Tiger;PS;Action;0.16;;;;;
Imagine: Music Fest;DS;Simulation;0.16;tbd;;E;;
Mat Hoffman's Pro BMX 2;GBA;Sports;0.16;tbd;;E;;
Fist of the North Star: Ken's Rage;X360;Action;0.16;7.3;23;M;;
Chaotic: Shadow Warriors;X360;Action;0.16;5;4;E10+;;
Muppet RaceMania;PS;Racing;0.15;;;;;
Namco Museum Vol.5;PS;Misc;0.15;;;;;
Courier Crisis;PS;Racing;0.15;;;;;
Digimon Battle Spirit 2;GBA;Fighting;0.15;tbd;;E;;
Winning Post 3;PS;Racing;0.15;;;;;
Just Sing!;DS;Misc;0.15;;;;;
Driven;PS2;Racing;0.15;3.4;5;T;;
James Noir's Hollywood Crimes;3DS;Adventure;0.15;6.6;5;T;;
Warhammer 40;000: Fire Warrior;2003;0.02;23;8.3;Kuju Entertainment;M;
All-Pro Football 2K8;PS3;Sports;0.15;7.3;21;E10+;;
Lufia: Curse of the Sinistrals;DS;Role-Playing;0.15;8;13;E10+;;
MTV Music Generator 2;PS2;Misc;0.15;8.5;11;T;;
Mugen Souls;PS3;Role-Playing;0.15;7.3;35;T;;
Ultimate Spider-Man;DS;Action;0.15;7.7;10;E10+;;
Major League Baseball 2K13;PS3;Sports;0.15;;;;;
Saw II: Flesh & Blood;X360;Action;0.15;;;;;
Burnout 2: Point of Impact;GC;Racing;0.15;8.5;18;E;;
Paris-Dakar Rally;PS2;Racing;0.15;3.9;15;E;;
Bakugan Battle Brawlers: Defenders of the Core;PSP;Action;0.15;tbd;;E10+;;
MotionSports: Adrenaline;PS3;Sports;0.15;tbd;;E;;
Atelier Iris: Eternal Mana;PS2;Role-Playing;0.15;7.7;38;T;;
Blinx 2: Masters of Time & Space;XB;Platform;0.15;;;;;
F.E.A.R. 3;PC;Shooter;0.15;5.9;420;M;;
Chessmaster: The Art of Learning;DS;Misc;0.15;6.7;10;E;;
My Baby 3 & Friends;DS;Simulation;0.15;;;;;
Tak: The Great Juju Challenge;GC;Platform;0.15;9.3;4;E;;
Fantasia: Music Evolved;XOne;Misc;0.15;7.5;67;E10+;;
Dragon Ball Z: Harukanaru Densetsu (JP sales);DS;Role-Playing;0.15;;;;;
Knockout Kings 2003;GC;Sports;0.15;6.5;4;T;;
Bomberman;PSP;Puzzle;0.15;7;7;E;;
NCAA Football 2004;GC;Sports;0.15;7.5;6;E;;
XGIII: Extreme G Racing;GC;Racing;0.15;7.8;14;E;;
Digimon World 4;PS2;Role-Playing;0.15;6.9;37;E;;
Stormrise;X360;Strategy;0.15;6.8;17;M;;
Scripps Spelling Bee;DS;Simulation;0.15;tbd;;E;;
Major League Baseball 2K11;Wii;Sports;0.15;tbd;;E;;
Go; Diego;DS;0;;;;;
Disney's Story Studio: Disney's Mulan;PS;Misc;0.15;;;;;
Pressure Cooker;2600;Action;0.15;;;;;
Home Run;2600;Sports;0.15;;;;;
Klax;2600;Puzzle;0.15;;;;;
Saturn Bomberman;SAT;Puzzle;0.15;;;;;
The Godfather: Blackhand Edition;Wii;Adventure;0.15;8.5;48;M;;
Wolfenstein: The Old Blood;XOne;Action;0.15;8;101;;;
Jikkyou Powerful Pro Yakyuu Portable;PSP;Sports;0.15;;;;;
Dragon's Lair Trilogy;Wii;Adventure;0.15;;;;;
Naruto: Powerful Shippuden;3DS;Platform;0.15;5.4;19;E10+;;
American Chopper;XB;Racing;0.15;5.9;9;T;;
The Adventures of Tintin: The Game;3DS;Action;0.15;5.7;12;E10+;;
Dynasty Warriors 8;X360;Action;0.15;7.5;35;T;;
Bust-A-Move Bash!;Wii;Puzzle;0.15;;;;;
Kingdom Under Fire: Heroes;XB;Strategy;0.15;7.5;23;M;;
Cartoon Network Collection: Game Boy Advance Video Special Edition;GBA;Misc;0.15;;;;;
The Terminator: Dawn of Fate;XB;Action;0.15;5.2;5;T;;
Infected;PSP;Shooter;0.15;8.3;30;M;;
Doctor Who: Evacuation Earth;DS;Adventure;0.15;;;;;
Birds of Steel;X360;Simulation;0.15;8.9;18;T;;
Cars: Race-O-Rama;X360;Racing;0.15;5.8;5;E;;
Scooby-Doo! Unmasked;GC;Platform;0.15;;;;;
Theatrhythm Dragon Quest;3DS;Misc;0.15;;;;;
Streak: Hoverboard Racing;PS;Racing;0.15;;;;;
NBA Street Homecourt;PS3;Sports;0.15;6.5;16;E;;
Darksiders II;PC;Action;0.15;7.8;653;M;;
Enthusia Professional Racing;PS2;Racing;0.15;7.6;17;E;;
DiRT 3;PC;Racing;0.15;6.9;433;T;;
NCAA GameBreaker 2001;PS2;Sports;0.15;tbd;;E;;
Disgaea 4: A Promise Unforgotten;PSV;Role-Playing;0.15;;;;;
Get On Da Mic;PS2;Misc;0.15;6.3;7;T;;
Darksiders II;WiiU;Action;0.15;8.2;153;M;;
Gunslingers;Wii;Shooter;0.15;tbd;;T;;
Army Men: Sarge's War;GC;Shooter;0.15;6.7;7;T;;
Amagami;PSP;Adventure;0.15;;;;;
Jikkyou Powerful Pro Yakyuu 2009;PS2;Sports;0.15;;;;;
Block Party;Wii;Misc;0.15;2.8;4;E10+;;
Little League World Series Baseball 2009;Wii;Sports;0.15;tbd;;E;;
Kidou Senkan Nadesico;SAT;Strategy;0.15;;;;;
Blitz: The League II;PS3;Sports;0.15;7.5;15;;;
Arcade Zone;Wii;Misc;0.15;tbd;;E;;
Project Sylpheed: Arc of Deception;X360;Shooter;0.15;8.6;24;T;;
Bigfoot: Collision Course;DS;Racing;0.15;tbd;;E;;
Frogger's Adventures: The Rescue;GC;Platform;0.15;tbd;;E;;
NHL 2K10;PS3;Sports;0.15;7.1;8;E10+;;
Family Party: Fitness Fun;Wii;Sports;0.15;tbd;;E10+;;
The Secret Saturdays: Beasts of the 5th Sun;PS2;Action;0.15;tbd;;E10+;;
Michael Jackson: The Experience;PSP;Misc;0.15;6.2;6;E10+;;
MLB Power Pros 2008;PS2;Sports;0.15;8.5;8;E;;
Sonny with a Chance;DS;Action;0.15;tbd;;E;;
The Fairly Odd Parents: Clash with the Anti-World;GBA;Adventure;0.15;;;;;
WordJong;DS;Puzzle;0.15;7.7;9;E;;
Tears to Tiara II: Heir of the Overlord;PS3;Role-Playing;0.15;8.7;41;T;;
Puzzle Quest: Galactrix;DS;Puzzle;0.15;6.7;6;E10+;;
The Amazing Spider-Man (Console Version);Wii;Action;0.15;;;;;
de Blob 2;X360;Platform;0.15;7.5;23;E10+;;
Disney's The Lion King: Simba's Mighty Adventure;PS;Action;0.15;6.9;9;E;;
Gundam Breaker 2;PSV;Action;0.15;;;;;
Major League Baseball 2K10;DS;Sports;0.15;tbd;;E;;
Samurai Warriors: Katana;Wii;Action;0.15;6.8;6;T;;
NBA 09: The Inside;PS3;Sports;0.15;5.1;7;E;;
Jikkyou Powerful Pro Yakyuu 2012;PSP;Action;0.15;;;;;
Kingdom of Paradise;PSP;Role-Playing;0.15;7.5;19;T;;
All Japan Pro Wrestling featuring Virtua;SAT;Fighting;0.15;;;;;
Naruto Shippuden: Legends: Akatsuki Rising;PSP;Fighting;0.15;6.2;10;T;;
Marvel Super Hero Squad: The Infinity Gauntlet;X360;Action;0.15;6.3;6;E10+;;
Rudra no Hihou;SNES;Role-Playing;0.15;;;;;
Bleach: Dark Souls;DS;Fighting;0.15;7.9;14;T;;
Hot Wheels: Battle Force 5;DS;Racing;0.15;tbd;;E10+;;
Prince of Persia: The Sands of Time;GBA;Action;0.15;8.8;5;T;;
Zoids: Battle Legends;GC;Action;0.15;8.1;14;T;;
Ice Age 2: The Meltdown;DS;Platform;0.15;tbd;;E;;
Prince of Persia: The Forgotten Sands;DS;Action;0.15;6.3;6;E10+;;
World Series Baseball 2K3;XB;Sports;0.15;8.6;14;E;;
Tokyo Xanadu;PSV;Role-Playing;0.15;;;;;
Serious Sam;XB;Shooter;0.15;8.2;16;M;;
Bomberman;DS;Puzzle;0.15;7;12;E;;
Kowloon's Gate;PS;Adventure;0.15;;;;;
Killer7;GC;Action;0.15;8.5;64;M;;
Super Monkey Ball Adventure;GC;Platform;0.15;7.2;9;E;;
FIFA Soccer 2002;PS;Sports;0.15;6.4;5;E;;
Street Fighter Anniversary Collection;XB;Fighting;0.15;6.4;9;T;;
3rd Super Robot Wars Z: Tengoku-Hen;PS3;Action;0.15;;;;;
Suzumiya Haruhi no Yakusoku;PSP;Adventure;0.15;;;;;
Shadow Ops: Red Mercury;XB;Shooter;0.15;6.1;14;T;;
Indigo Prophecy;PS2;Adventure;0.15;7.8;104;M;;
FIFA 06: Road to FIFA World Cup;X360;Sports;0.15;6;34;E;;
World League Soccer;SNES;Sports;0.15;;;;;
NBA ShootOut 2001;PS2;Sports;0.15;tbd;;E;;
Final Fantasy XI: Vana'diel Collection 2008;X360;Role-Playing;0.15;tbd;;T;;
Farm Frenzy: Animal Country;DS;Simulation;0.15;tbd;;E;;
We Sing UK Hits;Wii;Misc;0.15;tbd;;T;;
Samurai Shodown Anthology;PS2;Fighting;0.15;tbd;;T;;
Musashi: Samurai Legend;PS2;Role-Playing;0.15;8.9;9;T;;
Build-A-Bear Workshop: Welcome to Hugsville;DS;Misc;0.15;tbd;;E;;
LEGO The Hobbit;PSV;Action;0.15;2.5;13;E10+;;
The Oregon Trail;Wii;Simulation;0.15;;;;;
Oreshika: Tainted Bloodlines;PSV;Role-Playing;0.15;8;84;T;;
Pokémon: Johto Photo Finish: Game Boy Advance Video;GBA;Misc;0.15;;;;;
Adventure Time: Explore the Dungeon Because I Don't Know!;3DS;Action;0.15;;;;;
F1 2001;PS2;Racing;0.15;8.3;9;E;;
Darksiders;PC;Action;0.15;7.8;603;M;;
J-League Victory Goal;SAT;Sports;0.15;;;;;
Top Gun: Combat Zones;GC;Simulation;0.15;7.1;7;E;;
Countdown: The Game;DS;Puzzle;0.15;;;;;
Spongebob Squarepants / Fairly Odd Parents Double Pack;GBA;Action;0.15;;;;;
Pro Baseball Spirits 2015;PS3;Action;0.15;;;;;
NHL 09;PS2;Sports;0.15;7.6;7;E10+;;
History Civil War: Secret Missions;PS2;Shooter;0.15;;;;;
Fantastic Four: Rise of the Silver Surfer;PS3;Action;0.15;6.2;10;T;;
Dark Rift;N64;Fighting;0.15;;;;;
Derby Stallion 64;N64;Sports;0.15;;;;;
Doraemon 3: Nobi Dai no Machi SOS!;N64;Platform;0.15;;;;;
Space Station Silicon Valley;N64;Adventure;0.15;;;;;
All-Star Baseball 2003;GC;Sports;0.15;8;6;E;;
Burger Island;Wii;Action;0.15;tbd;;E;;
Cake Mania: In The Mix!;Wii;Puzzle;0.15;;;;;
T'ai Fu: Wrath of the Tiger;PS;Action;0.15;;;;;
Rocky;XB;Fighting;0.15;7.3;6;T;;
Ford Racing 2;XB;Racing;0.15;tbd;;E;;
Kids Learn Math: A+ Edition;DS;Misc;0.15;;;;;
Rock Band: Metal Track Pack;X360;Misc;0.15;tbd;;T;;
Megamind: Ultimate Showdown;PS3;Action;0.15;4.2;6;E10+;;
Space Invaders Extreme;DS;Shooter;0.15;7.6;16;E;;
Tetris Attack;SNES;Puzzle;0.15;;;;;
Thor: God of Thunder;Wii;Action;0.15;8;9;T;;
Petz: Dogz Talent Show;DS;Simulation;0.15;tbd;;E;;
BloodRayne 2;XB;Shooter;0.15;8.5;4;M;;
Jaws Unleashed;XB;Action;0.15;6.2;9;M;;
Pro Yaky? Spirits 6;PS3;Sports;0.15;;;;;
Star Trek: Voyager Elite Force;PS2;Shooter;0.15;6.4;5;T;;
X-Men: The Official Game;GC;Action;0.15;6.3;8;T;;
The Sims Medieval: Pirates and Nobles;PC;Simulation;0.15;;;;;
Warriors Orochi 3;PS4;Action;0.15;;;;;
Brain Boost: Gamma Wave;DS;Puzzle;0.15;tbd;;E;;
Chessmaster II;PS;Strategy;0.15;;;;;
All-Star Baseball 2003;GBA;Sports;0.15;tbd;;E;;
Major League Baseball 2K12;Wii;Sports;0.15;tbd;;E;;
Scooby-Doo! Mystery Mayhem;XB;Action;0.15;;;;;
Winning Post 4;PS;Sports;0.15;;;;;
Castlevania: Lords of Shadow - Mirror of Fate;3DS;Action;0.15;;;;;
187: Ride or Die;PS2;Racing;0.15;6.8;12;M;;
Dishonored;XOne;Action;0.15;;;;;
Curious George;GC;Action;0.15;;;;;
Strawberry Shortcake: Game Boy Advance Video Volume 1;GBA;Misc;0.15;;;;;
Battleborn;XOne;Shooter;0.15;7.2;171;T;;
eJay Clubworld;PS2;Misc;0.15;8.6;10;E;;
Geist;GC;Adventure;0.15;8.5;23;M;;
The King of Fighters XIV;PS4;Fighting;0.15;8.7;208;T;;
Cardinal Syn;PS;Fighting;0.15;;;;;
Sword Art Online: Hollow Realization;PSV;Role-Playing;0.15;7;8;T;;
The Incredibles: Rise of the Underminer;DS;Action;0.15;tbd;;E10+;;
Deadly Premonition;PS3;Action;0.15;;;;;
Street Fighter Alpha 3;GBA;Fighting;0.15;7.8;10;T;;
