id;review;type_review;language;score
GoodApollo88;In terms of storytelling, TLOU packs a punch and is an emotional experience. It draws you into a believable post-pandemic world where you really care for the two protagonists Joel and Ellie. Naughty Dog's fantastic script and the superb voice acting really shines and once you've played it, you will not experience anything else like it. The gameplay is great as well. A combination of stealth, combat and tense encounters as well as exploration are compelling. This game is a masterpiece.;normal;English;10
xvvolf;I have absolutely nothing bad to say about this game at all. I skipped the previous generation of consoles so The Last of Us remastered was essentially a new game and experience for me, unlike those who got to enjoy it first on the PS3.. It also easily ranks as one of the best games I have ever played to date on the PS4.,,While open world games can be enjoyable and in theory have better replay value, I honestly believe nothing beats an amazing story, which is exactly what TLOU has. I have played through this game twice now and look forward to multiple more playthroughs. Few games make me actually care, like or even hate characters as TLOU did.;normal;English;10
Fostero1993;Great game, apocalyptic climate and very touching storyline. This is game for every player who like apocalyptic atmosphere. Brilliant exclusive game. Must have for every PS4 gamer.;expanded;English;9
TheNerd275;A shining example of good narrative in a video game. The gameplay can be a little repetitive but it has been honed to perfection so its understandable why. Down to earth characters, beautiful graphics. Perfection. And theres good multiplayer too.;expanded;English;10
XxJoseManuelxX;The Last of Us Remastered is an action-adventure survival horror video game developed by Naughty Dog and published by Sony Computer Entertainment. An enhanced port of 2013's The Last of Us.,,My Favorite Game, now Available on PS4, and also with all the DLC,,+ Awesome Story,+ Excellent Gameplay,+ Excellent Multiplayer,+ Music,+ Graphics,+ All Characters are Well Written,+ Emotional and Sad at the Same Time,+ Joel and Ellie,+ Left Behind;normal;English;10
Bilada;This is the cancer killing gaming. Grim dark inter-active movie for edgy children who think it is masterpiece but it is actually on the level of saturday morning cartoon in terms of depth. The gameplay which is what games are meant to be about is shallow, vapid and boring. Its basically Uncharted reskinned from this incredibly over rated developer.;expanded;English;0
Killercaden;I love Naughty dog studios! I played all of the Uncharted games, and this is the best naughty dog game yet! The story is something so good you cant explain! The handling is so smooth! At the end of every chapter is a cliff-hanger witch makes you play the next chapter!;normal;English;10
roachzc;"Well deserved 10/10. Compelling and thought-provoking story line,  immersive atmosphere, and great game mechanics. I felt as if I was living in this post-apocalypse world in person: desperation, heart-beating as well as heartbreaking moments. I never felt underwhelmed as I was when playing Uncharted four, because the game finds a perfect balance in traveling, story telling, and combating. The ending was so unexpected and all I could think of is ""this is so messed up, but I guess I would've done the same.""";normal;English;10
ahm2;Great game, very realistic, amazing graphics and fun gameplay, probably also the best story ever. characters are epic. I have mixed feelings about the ending though.;expanded;English;9
Multipleman;What can you say that hasn't been said countless times before? TLOU on PS3 was already one of the greatest games of all time. One that will be talked about 20 years from now. How do you make such an accomplishment better? You improve the FPS, increase the resolution and add more game (Left Behind expansion).. Let's not forget the game also features a highly underrated multiplayer. It's a wonderful deal and nobrainer for new and old PS owners alike. A must play.;normal;English;10
blakfayt;"The Last of Us is, quite honestly, an 8/10. Most people go on and on about the story and how touching it was, how much they felt, and the story is actually the weakest part of the game. TLoU tells the story of a cliche single father whose daughter predictably dies inside of ten minutes without the player really knowing either of them, and we're supposed to care because she was his daughter. He then finds a replacement daughter 20 years later and that's about it. Naughty Dog themselves even said the entire game was built around Joel and Ellie's father/daughter relationship. And that was a stupid decision.,,The game, at certain points, suggests two VASTLY MORE INTERESTING stories, Joel's life in the post apocalypse as a smuggler, and his adventures with his brother shortly after the outbreak. Instead we get a typical ""Father tries to connect with his step daughter on a road trip"" Hollywood story, told in a kind of dark setting. The few times we actually do something other than be cliche are far apart and don't last long. The ending is also very predictable and didn't surprise me in the slightest.,,Where the game really shines is in combat. Shooting things is good, the stealth is difficult but rewarding (and infuriating, but we'll get to that), overall it flows very well. The mixed gameplay is fun to mess around with, and I'm a total sucker for exploration that gives me upgrades, and crafting. There's enough variety for each player to make their own style in combat. Personally, I got addicted to throwing smoke bombs after kiting enemies into one area and then molotoving them and shotgunning the stragglers.,,There are faults in the system, however. There are enemies that kill you instantly that are very difficult to distinguish from a distance from ... literally any other enemy. You have to either stealth kill these guys, or spend quite a few bullets (in the early game) to take them out. This leads to incredibly frustrating areas where two or more are in close proximity, and since they use sound instead of sight, sneaking up on two in the same room is nigh impossible without serious shenanigans. The game also drops the ""ammo is scarce! Use it wisely!"" around the middle of the game unless you're playing on one of the much harder difficulties. Naughty Dog, again, have explicitly stated that TLoU uses some kind of ammo counter, and while you won't get every shot back after a fight, the enemies are programmed to drop enough for survival in the next area, which is generally more than enough. I cleared the game my first time through with more handgun rounds than I could use in a single fight. They also obnoxiously lock simple minded ""skills"" behind high walls. One of the most useful skills you can purchase allows you to save yourself if grabbed by a zombie by stabbing them. I don't know about you, but I don't need training on how to shove a sharp object into something that's trying to strangle me. It seems quite obvious really, and only serves to hide the more useful ability behind it on the upgrade tree.,,Despite those few flaws, the game is quite enjoyable. The story is fun enough the first time through, if predictable, and the voice acting really makes the characters pop. The graphics are good, though I wish we could have seen more of cities coated in mushrooms growing everywhere, give us the sense that the fungus was taking over. But most importantly, shooting guys is fun. Sneaking up on them is challenging but fun. Those are the most important things. The game is FUN to play. Too many people get hung up on the story and completely miss that the controls are smooth easy to understand, combat is challenging but rewarding, and the systems incorporated in the game make exploration worth doing. If there's one thing I hope for in The Last of Us 2 I hope they make the environments bigger and give us more things to craft and upgrade. But, maybe make the skill upgrades something that would need upgraded instead of simple self defense that a child could do.";normal;English;8
Revenquel;Man there is nothing much to say. It's LAST OF US!! . I cant find any other game that could beat this one that's for sure.  Amazing graphics, amazing gameplay, amazing story, amazing characters. Naughty dog is the only game company that deserves 10/10;expanded;English;10
Bravo_blackadde;My first 10, I completed the original on normal difficulty on the ps3 and wondered if there would be any point getting it again. Thanks to the stunning graphics and all new grounded mode I was not disappointed.,If you hate dying and often rage quit this difficulty isn't for you. I had to completely alter my playstyle, fearing every corner, constantly checking for every bit of ammo and without the OP listen mode it makes for a much much more tense experience. The infected became a huge threat and I had to plan my approach carefully to get though each chapter. Of course if your just playing for story then grounded mode isn't for you but I fully recommend sticking with it for a bit too see if your up the challenge ! Great for couch coop (passing controller each death) too haha;normal;English;10
MovieLover123;Easily one of the best survival horror game ever made. The writers of this game should be commended on making such an exceptional script. Slacktivist feminist, this is how you write strong female characters.;expanded;English;10
MercenaryofHate;This game is art.  Everything from the graphics to the gameplay feel top notch and is unfortunately a rare experience in these current times. Let me start with the story, It is rich and exotic the characters actually feel alive and everything they do to what they think can be a serious note. In this game you are the remnants of a large virus epidemic that turns people into flesh eating zombie-like monsters. If i were to use a TV show for this comparison i would say The Walking Dead! The plot is great with some twist and turns oh and if you don't do that QTE expect a gory scene to come from there after thanks to the graphics engine the game is able to express the devastation and detail of life after civilization collapsed. This game just gets everything right so anyway anyone tries to use the outbreak for their own gain is demonstrated and most of the time gives you the option to play the hero. The gameplay however is different then almost any game think of it as Dark Soul's difficulty compared to an FPS it is that good. Due to supplies being scarce it is up to you to find ammo and weapons and use them at appropriate times or face an unfortunate end. You are always in constant danger from infected and from hostile human beings. The third person view seems most appropriate and gives it an Uncharted like style with out the Uncharted feel.  The game mixes lots of emotions it could get very dark at times, funny or just plain depressing but that is why you play it and it feels true to it's name in addition the games price currently is excellent The Last of Us constantly won game of the year and it is deserving of it %100. Sony has delivered one of PlayStation's most famous games and I hope to see more great experiences from Naughty Dog.;normal;English;10
fijiboy;this is probably the best game of the last generation, and the remaster is the best version of it. when it comes to its storytelling, it has many similarities to the uncharted games, but with a much darker tone and even better writing. there is not a single moment wasted in this game, not a single time I was not immensely invested in the gameplay, story and the characters. no other game has ever had me as captivated as this game. It is full of moments in gameplay and cut scenes that I will always remember and always resonate with me, wether it be moments of extreme sorrow, horror, joy, tension, or anger. this one of the most well crafted narratives ever made, if not the most. what really brings this game home for me though is how its gameplay is equally enthralling, always tense and surprisingly engaging and deeper than the surface would suggest, I couldn't find a single flaw in the game, perhaps for a few nitpicks with how certain gameplay moments such as using a plank to bring Elli across water gets used a few times but that's really reaching. Naughty dog has made a name for itself as possibly the best game developers working today.;normal;English;10
Tagirix;The Last of Us Remastered was one of the first games I've ever played on PS4. It was recommended by a friend of mine. Unfortunately, at first time I didn't understand how great the game was, but after playing a few hours I realized how wrong I was. You will take control of two characters who attempt to survive in a postapocalypse world. It's everything you need to know about story. Ah, also, they are like a father and a daughter, but it is not true. The gameplay is pretty interesting for discussing. It's not an interactive movie, as some people consider. It's an usual game, but it's so cinematic, right. The dialogues were just awesome, no words needed for describing it. I can't stop saying that TLoU has pretty well-sounding soundtrack, graphics, etc. Frankly speaking, I consider that The Last of Us is the main exclusive Sony has got. Seriously. The Order is pretty good, Untill Dawn is great too, but this one will make you buy the console. Only this game, as I think. In a nutshell, it is a masterpiece.;normal;English;10
Username777;"**** sandwich. It came with my PS4, so happy I didn't pay for this ""game"". Terrible! Unless that is if you enjoy dying over and over and over and over and over and over and over and over and over... if you get my meaning.";expanded;English;0
MaxiRE123;What a journey this game was! The beautiful soundtrack that fit the tone of the game, the characters that are well written and interesting, the story that start off as a simple smuggling someone out of the city to the this epic journey emotionnally and the gameplay that make you feel vulnerable. Joel is no superhero, he is hurt when he take a hit and isn't a soldier, wich is what make us more into this game. Must buy for anyone;normal;English;10
DankeyKang;Played this masterpiece for the first time a few months ago when I purchased a Playstation 4. It's a perfect game. SO GOOD! Sometimes a bit slow, but the story easily makes up for that. Multiplayer is fun to, if you play with friends. 10/10!;expanded;English;10
swaggodlegend2;Never have I ever played a game that has gripped me as much as this game did. Some of the best visuals on the ps4, Gameplay that requires patience and strategy (unlike the beloved Uncharted series), A well developed story with impeccable voice acting and superb story telling, and gameplay that gives the hopeless feeling by limiting supplies to give you a challange throughout, what is not to like about this game. If you own a ps4 then I highly recommend you purchase this masterpiece.;normal;English;10
minix2poo;A fantastic story, combined with stealth action.,,This game isn't easy at all. I had to retry some of the maps a few times to get through. So, game balancing is really good in my eyes. Also liked the crafting system, using all the loots you find on your way through the houses. And the storyline, it will make you think a lot about life, about love, about friendship.,,To be honest, I really would like to give the game 10 points, but I can't, because I encountered several bugs during the play through...;normal;English;9
ramtinkamanian;the hours you put into this game are some of the greatest hours of your life with great gameplay and even better story but the multiplayer could have been better but still it takes nothing away from the game if you have a ps4 and havent bought this game go buy it now or its your loss;expanded;English;10
Slobr18;The Last of Us (Remastered) Is one of the greatest games of all time. The gameplay is great, the story is amazing, the dialogue is wonderfully written. On PS4 the game looks beautiful. The multiplayer modes are great as well. The Last of Us is clearly, CLEARLY, a 10/10.;expanded;English;10
MackyMuse;"As a person that moved from Xbox 360 to PS4, I never got to play it on PS3 and I really wanted to give it a go.,I played ""The Last Of Us Remastered"" the day it came out (July 29, 2014) Now that's nearly two years ago and I am still thinking about this game and it story.,This is game is just great, honestly it's the best exclusive game on PS4 right now along with ""Uncharted 4"" and that is also from Naughty Dog.,I don't want to talk about the game since it's best played going in not knowing anything.,Play this game now.";normal;English;10
PblcNme;This game captivated me until the very end. Graphics are excellent and the storyline is the most amazing story i have seen in a video game in a long time.;expanded;English;10
Naedrif;A very good game overall. Has a great story. I really enjoyed it. On the other hand i found it a bit short and aiming in a intense fight was sometimes a bit hard to control and led to some awkward deaths :D;expanded;English;9
PedroLvPs;If you have a PlayStation (3 or 4) and haven't played this game yet you are losing an amazing experience, another Naughty Dog mesterpiece. Now is sit and wait for The Last of Us 2. 9.4/10;expanded;English;10
Unlimitedpower4;"Honestly kind of a disappointment.,,The voice acting is fantastic, graphically the game looks okay. But the gameplay is just to painfully repetetive. Swim around looking for a pallet, get Ellie to step on the pallet, bring Ellie across some water. This continues all the way to the end. And honestly, I didn't care about any of the characters in the end. The AI got dumbed down since the E3 gameplay. It would make sense for that to happen with the PS3. But with the PS4 the AI could have been even smarter than the one in E3. But this ""Remaster"" offers nothing but slighty improved graphics and 60fps. I really hope this isn't Naughty Dog's next series.";normal;English;5
Muhammadbelal19;giving it 9 out of 10 ONLY because of the stupid ass controls [O is select and X is back, pathetic],,Other than that, THE GAME IS A **** MASTERPIECE,,-Characters are well acted and interesting [possibly not even a single one is forgettable unlike **** games like Black ops 3 which is the worst call of duty game after Ghosts and Advanced Warfare],,-The environment is beautiful and amazingly looking,,-The crafting system and materials are great, to me it looks like an improved version of Metro's limited resources and with dying light's crafting system,,-The story is what holds this game up,,If you jumped from Xbox to PlayStation or never had the chance to play it on PS3 buy it immediately on the PS4,,Note: the ending of the first level will effect you emotionally;normal;English;9
mosannam9696;I had a strong itch to replay this after playing Uncharted 4 and it blew me away all over again. I see a lot of complaints and low scores for this game stem from them saying the gameplay is bad and that's one of the most untrue statements I've ever heard for a video game. That's fine if they didn't like it, but that just means it isn't for them. The stealth is some of the best I've seen and the crafting and level up system just works so well. Then you get to survivor mode and grounded mode and that's when the real fun starts. The entire time I truly feel like I'm in these character's shoes and it's exhilarating.;normal;English;10
Darth_Kane;Okay, I have to admit, this game was one of the reasons that I bought a PS4 after my 360. This is how video games should be, and it's a shame that so few studios can deliver a story like this (other examples for me: Half Life 2, Bioshock). I definitely recommend this game for anyone, and I really hope that ND will keep making many-many games like this for years to come.;expanded;English;10
Termin8ter;The game that revolutionized storytelling in games, the game that won 200 GOTY awards has now been remastered for PS4 hardware, and man, does it look stunning on PS4. 20 years after an infection has crippled society, and left the world in a state of ruin, hardened survivor Joel must take a 14 year old girl named Ellie, who is immune to the infected, across america to a Firefly facility where the Fireflies may be able to develop a cure for the infection. The story is deep and engaging, and sucks you in right at the beginning. If you own a PS4, you owe it to yourself to buy this.;normal;English;10
Rocketman64;The Last of Us is a story driven game that never really passed my radar and I did not notice at all. After everyone started calling it the greatest game ever I was naturally disposed to dislike it as it looked like a cliche zombie game mixed with a cliche cover shooter, that would be barely interactive. So when I played it I was surprised to discover that it was actually a spectacular must experience game. The Last of Us has a cliche story. The Last of Us has game play you've seen before. But these elements are done and presented so well that the ultimate product is greater than the sum of it's parts.;normal;English;9
midery;One of my favorite games and favorite stories. Everything in it works as needed: story, characters, music from Santaolalla (he's a genius composer, I really like his work on Babel too), and graphics are working perfectly.;expanded;English;10
hunter_guimont;This game is very good. It has great graphics in both the cut scenes and the actual gameplay. Gameplay is great as well. I Honestly think they should have made this game sooner.;expanded;English;10
Purguins;Amazing game. Simply amazing. Outstanding performances and gameplay. The story is well written and keeps you on the edge of your seat all the time. Bugs are rare and glitches have never showed up in my play throughs. Multiplayer has a great progression system that will keep you be interested and matchmaking could take some time but once you've gotten into the match, you forget those negative factors and fall in love with the game again. Love it, great work Naughty Dog;normal;English;9
Caluya;Wow, this game is one of the best games I have ever played! Top 3 in my list.  The story is just unrivaled by any game.  The game really knows how to make the player feel and share the same emotions that the characters are going through.  The gameplay is great, and the sound effects of the fighting sound realistic.  A must own and must play for all ps3/ps4 owners.;expanded;English;10
Jack97;The Last of Us is one of the best games of all time. The story is engaging and riveting, the characters are fantastic, the dialogue is the most realistic I've heard in a game, the gameplay is really great as well - there's just SO MUCH to love about this game it's unreal. Plus the multiplayer is really fun as well, get some friends and play online you'll have a blast. The Last of Us is a perfect complete package of gaming greatness.;normal;English;10
sollc;Quick summary, The last of us is my first ever Naughty dog game and oh boy, it is probably the best game I have ever played in a very long time. The story is nothing special, it's your typical zombie infection, apocalypse. What made the game stand out are the characters and the character development. The relationship between Joel and Ellie is just outstanding. The gameplay is fluid and thanks to the 60fps, The visual design were amazing. My only flaw with the game is the A.I. They were on and off throughout the game. Some of the positives of the A.I was that: they would flank you, they will take cover, They paid attention to how much bullets you had left but they were blind. They were completely clueless of ellie. Overall the game is a masterpiece despites it's technicals flaws.;normal;English;10
Kirillito;"First time I played this game on PS4.,I'm not a fan of ""zombie"" media, but this game is really impressive. One of the best storytelling that I've experienced in video games. 10/10 without any doubt.";expanded;English;10
Ham_Critic;Holy Hell!,,This is one of the best game ever created on last gen, and now it's available on current gen. The Story is one of the best ever created in video game history. The gameplay is really good and the multiplayer is a good addition. I had to make this review short, but overall this game is amazing.,10/10;expanded;English;10
profbassdf78;The best game of Naughty Dog. I hope they make a sequel, as all true fans expect it. When I first played on the PS3 , I could not stop playing. Great game!;expanded;English;10
hunkypunky;what it's say about The Last Of Us that hasn't be said and written by now? nothing,  just give me more please… i'm with a huge hangover.,,it's the game of a lifetime.;expanded;English;10
aadityamudhar;Since I am a huge fan of The Last of Us, it was a treat experiencing, in my opinion, the best and most touching storyline of any game I've ever played again, and now with even better graphics. this game was, and still is a crystal clear 10/10.;expanded;English;10
josesueiro;My Favorite Game, now Available on PS4, and also with all the DLC,,+ Awesome Story,+ Excellent Gameplay,+ Excellent Multiplayer,+ Music,+ Graphics,+ All Characters are Well Written,+ Emotional and Sad at the Same Time,+ Joel and Ellie,+ Left Behind;expanded;English;10
geekynerdymario;One of the best games that have changed the way we look at story games (or whatever they are called). The game is incredible with the best and saddest jaw-dropping moments. I haven't  played on the multiplayer yet, but I really blame that on myself for getting the game so late. By the end of the game, the zombie apocalypse thing becomes a natural thing, and you focus on the other aspects of the game. Left behind just adds to the fun of the game with photo booths and rides. With a game like this, I am praying for a sequel.;normal;English;10
Spontaneous;play it  I rate it more than 10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000/1;expanded;English;10
19rodar;this game is best game in my life and my gaming history.all of that is perfect . i love it . story ,music,gameplay,sound is very Good .joel and elli make me crying and it was first time in my life i was crying because of one game;expanded;English;10
TharduzGDL;GOOD: Awesome atmosphere, really good level design, very good sensations on explorations and combat, nice care for details, very funny to play, nice story telling, 60 exquisite fps, good presentation.,BAD: Graphics could feel a little to old, some levels are not that good as others.;expanded;English;10
farzyy12;Was great to experience it remastered on the PS4.,,The story, the gameplay, the characters, the music, all combined together put out my favourite game in my entire lifetime. It was truly a once in a lifetime experience playing this game. The gameplay and story complimented each other in such an unique way and gave such an immersing experience.,,Truly 10/10. A complete masterpiece.;expanded;English;10
TixyLix;"I cannot say I had much fun playing The Last of Us, but the amazing level design and story is what kept me playing through. It's a bad game, but a good experience, overall its managed to still be propped up by that, but I'd never want to play through it again.,,The character movement is very stiff, a lot of the times you're left wondering why you cannot jump up places or squeeze through gaps. So most of the gameplay revolves around finding alternative routes, usually by finding a wooden pallet for Ellie, giving a boost up or finding a ladder. It really becomes tiresome, especially since you can see a big gap in the object that has fallen over, that for some reason the game decides would be impossible to get through.,,I just found myself through all the Infected and shooting scenes, just saying to myself ""alright we'll just get past this to get to the story"". I never wanted to do the shooting or the stealth, the combat isn't good and the controls are too stiff for stealth. Hitman makes stealth fun and Gears of War makes shooting fun, but The Last of Us is neither. I never actually enjoyed the gameplay part of the game, my favourite parts were the down time, the moments I was exploring and finding cool random things in the world. What's good is the DLC is pretty much 80% of this, why I enjoyed playing the DLC more than the actual main game.,,I would love to see The Last of Us 2, maybe telling the story of the downfall as the opening part of the game was the best part of The Last of Us. I just think The Last of Us is good, just nothing amazing.";normal;English;7
cyberkill;One of the best games i played on PS4. I don't know why i didn't play it on PS3 before. Just grab it and enjoy it. I recommend to play it on hard difficulty much more challenging and more fun.;expanded;English;9
hockeyvampire;"Great Game play, One of the best sound tacks I have ever heard, Movie or game, REALISTIC characters. These characters aren't the ""Hero"" or ""Every Man"" Take Joel for example. He is a selfish rick. He possibly sacrificed the fate of the world because h wasn't ready to give up his a kid who reminded him of his dead daughter. The Story is probably the best story you will ever see a video game.";normal;English;10
Colaflare;The attention to detail and the care the actors took to portray the real grit of the game was astounding. This game is miles above its competition. It's one of the very few games that has earned its respect. Understandably the hype has caused some to hate on the game or has clouded their sense of fulfilment in the game (coming after the hype means that you're actively scanning for flaws rather than enjoying the experience). This game does not need you to read this review, it is undeniably a masterpiece. The crafting together of complex subtleties in narrative alone would warrant it praise... The Remastered version is far better.;normal;English;10
dylan_duckett;"What I liked the most about this game was the originality of it. The ‘zombies’ in The Last of Us are very different than ones I’ve seen in other games. The ideas for the ""upgraded"" clickers and bloaters is absolutely amazing and very creative. These kind of creative additions to the already loved zombie franchise are what make The Last of Us such an incredible game.,Along with the amazing creativity comes an amazing game-play. The entire game kept my attention and was really hard to put down due to all of the events that are constantly unraveling. There’s a very comfortable balance of emotionally damaging moments, most of which come from Ellie and Joel’s father-daughter relationship developing and progressing, and action-filled fighting sequences. Speaking of fighting sequences, I loved the parts where you got to fight non-infected people. The amount of thought into each and every character, even the guards or assassins that you only see once before you kill them, is absolutely insane and makes the game one hundred times more addictive. Characters can be tricky to develop correctly, especially in video games, but the creators of The Last of Us nailed each and every character completely.,Overall, the game-play was amazing and intense with hardly any boring moments and was able to keep me on the edge of my seat the entire time. Not knowing what was going to pop out at me every five seconds was a very fun experience. The story line was impeccable, the graphics were nothing less than exquisite, and the originality was definitely there. I would, without a doubt, rate this game ten zombies out of ten and would encourage anyone who enjoys killing things and being emotionally traumatized, in a good way of course, to play this game.";normal;English;10
DoughBoii;Great game only made better by being remastered, loved this game of PS3 so much had to purchase it on PS4.,Campaign is amazing as usual.,Multiplayer is good as well. Highly recommend playing if you haven't already.;expanded;English;9
ihatefilm;"The Last of Us was not only the definite title of its generation but it is still one of the greatest achievements of video game design and storytelling. This ""Remastered"" version not only comes with the same great story and multiplayer modes from the original PS3 version but it also comes with improved graphics/frame rate and the outstanding ""Left Behind"" story DLC as well.";expanded;English;10
chillaxer;The single-player game is somewhat overrated. The story is good, but too much of the game-play is just plain boring. Half the time you’re either locating an object to move from point A to point B or just exploring every nook and cranny of a building looking for supplies. However, the multi-player is SUPERB, the general idea is that it emphasizes team play rather than your usual COD style run n’ gun. You seriously have to play 500+ matches before you feel like a “good” player.  All in all, TLOU Remastered is a must buy for any PS4 owner.;normal;English;9
omair1999rockzz;played the whole game..Its interesting from start to end..Awesome work by naughty dog..high end ps4 exclusive..It is for a ps4 lover..good story and characters..eagerly waiting for sequel.;expanded;English;10
Jimi360;I did not get the chance to play The Last of Us on PS3, so when the remaster came out on the PS4 (albeit very soon after its PS3 release... £££) I was very eager to play the game. Though it didn't reach the 'best game ever' status that a lot of people have given it, it is a very, very good game.,,The soundtrack is immense and memorable, the graphics are hugely improved from what were already incredible graphics on the PS3, as Joel and Ellie become instantly relateable thanks to their realistic look, as well as some of the best voice acting you will hear in video games. Naughty Dog never disappoints when it comes to that aspect of games. The story of the game is so realistic it will invest anyone who plays it, the fact that the bacteria and disease involved is a real thing that does not effect humans at the moment does make the player wonder, could this actually happen?,,On the other hand, the gameplay does disrupt The Last of Us in my opinion. You will go from shooting humans that they put in front of you, to sneaking through a pack of clickers, to trying to escape from something, rinse and repeat and rinse and repeat. There is never huge variation in the gameplay, and with the shooting being particularly slow, it does not help the game at all. The Last of Us suffers from the same problems I felt Uncharted suffered from, in such a beautiful world there is never any room for exploration. Couldn't you just let us wander just a little? Damn you Naughty Dog.,,Multiplayer is quite gripping, however it doesn't really keep up with what the story was about, but it is entertaining none the less. The Last of Us is a very, very good game that does a lot of things right, but, in my opinion, just falls short of the 'great' tag.;normal;English;8
inthecrease31;Amazing game!  One of my favorite games of all time.  I rarely play a game again after beating it, but I played this game three times.  There isn't much more to say that hasn't been said already.   If you haven't played TLOU, don't wait a minute longer!  Do yourself a favour and play it on Hard right from the start.  It is way too easy on lower difficulty settings (you get way too much ammo and supplies).  It might get frustrating in the beginning, but once you learn the controls it is a lot more satisfying to play on a harder difficulty.,,Pros,+ Graphics are beautiful,+ Gameplay is perfect,+ Story is fantastic,,Cons,+ Very easy to beat on Easy and Normal difficulty;normal;English;10
Kurgaan;A modern masterpiece - people should be forced to play this game. To be honest I didn't really notice the improved graphics as the story is the star of the show here. The photo mode is pretty cool too.;expanded;English;10
illphil;if u haven't had the pleasure then u really should.  forget the hype and just enjoy it.  its a third person cover shooter with stealth and a bit of combat, however the main thing is the story and the experience as a whole.  u get to participate in a great apocalyptic/ zombie movie that has writing and atmosphere better than many movies.  its a decent length and not corny at all.  all the acting and production values are top notch and for the low price it is nowadays then its a no-brainer.  u will enjoy it, no question.;normal;English;9
rokit90;"I was lucky enough not to experience this on the PS3, after playing the uncharted series 1-3 consecutively about 8 times playing on every difficulty, I skipped out on this naughty dog project. But getting the PS4 and being a PS plus member, finally bought the game for cheap. and man, I don't know what I was thinking skipping this title for so long. I really couldn't tell you the difference between the remastered version and the other, but after a couple of hours I was hooked to these characters, I haven't felt like this towards a game since telltales the walking dead. The creative cover system and stealth mechanics the brutal fighting, story, naughty dog has become one of my favorite developers. Yeah I held them in high esteem for the uncharted series and not the Jak and Daxter series ""which I didnt enjoy.""  But The last of Us.. and now uncharted 4.. Just take my money Naughty Dog for whatever's next in lined for you guys. Haven't beaten the game yet, currently at work actually, waiting to get off to re-enter the world of Last Of Us. Its a great game, sad I waited so long, but it was worth it and rewarding.";normal;English;9
fluxmulder;"Let's not pretend this is an innovative and groundbreaking game, because its not. TLOU is your basic Walking Dead episode made into a game. You got your clickers (zombies), post-apocalyptic America, the last remnants of humanity fighting for survival, and all the ""tough"" and ""gut wrenching"" situations and story beats that you'd expect from this genre. You play generic gruff white guy Joel, and the intolerably precocious Ellie. ND claims that wanted to break molds with the characters, but at the end of the day, you're playing yet another white guy, protecting a damsel in distress. The gameplay: it sucks. This is not a fun game. Very clumsy 3rd person shooter with lots of realism mechanics thrown in, like staggering when you get hit, limited ammo, and spastic enemy animations that make it hard to hit them. There's some lazy stealth thrown in, which consists of you shuffling around cover and being told you are hidden, even though the top of your head is clearly visible to the AI. There's some crafting and a small skill tree thrown into the mix, but they don't add much. Other games have done it before, and in a more fun way. This game was one huge chunk of Oscar-bait. Everything about it screams ""look at us, we're so thought provoking and serious"". It feels forced and unnatural, like they want their game to be considered art. Along the way, they forgot that they were making a game, which is supposed to be fun. As such, as a game, TLOU is a complete failure.";normal;English;5
jakeman25;Easily one of the best games I have ever played, the story is fantastic, emotional, and gut-wrenching. The world believably scary, and extremely tense. I'll never forget the first time I heard a clicker. Games usually don't bring tears to my eyes, but The Last of Us did in the first 20 minutes. The multiplayer brings what was good in the single-player, tense battles where team work is a must. Beautiful game and one to have in your collection if you don't already. 10/10;normal;English;10
Lycria;Wow The Last of Us is a game that make you feel emotions that you didn't even think possible. Kidding of course but it is a very touching game that will tug at your heart strings. It starts off early by letting you know just what you are in for.,,I never played the original for PS3, so I am not sure on the comparison for the graphics but this is a great looking game. There are a few small complaints as to why doesn't the bushes or grass even budge when interacting with them, but it doesn't take away from the great overall scenery.,,The character development is fantastic, showing both Joel And Ellie feeling a great range of emotions both about the situation and their pasts. Naughty Dog sets up a great world for this to set up, with not as much as I would of liked for exploration as most areas are pretty liner but I guess that why games like Day Z exist. Both the interactions with the infected and humans feel intense. There was a section of the game where I wont go too much into detail not to spoil it, but I had sneaked around all the infected to come to a door that was blocked. You had to move the object which made a lot of noise attracting the whole room and got my heart racing. I had no idea if I was going to make it out of the room or not. This game is filled with these moments, and also filled with moments where you and Ellie are out in a field and talk about something. The game does a great job in building both characters up.,,Also this game comes with the Left Behind DLC, which is a great addition as both a prequel and some information that happens during the main game.,,The only other complaint I had was with some of the AI. There was stealth sections where you would barley move just to sneak up on your attacker, not making a single noise just for them to quickly spin around and start shooting like they had heard you or seen you. This doesn't happen often, but it always resulted in a death for me as I was playing on a harder difficulty.,,Other then that, this is a masterpiece of a game. Anyone who loves story and character driven games and obviously owns a PS3 or PS4, this is a must buy.;normal;English;10
Bcampyo;I hope to see a sequel. Not to many games catch my interest. The last of us remastered has easily made my top 3 favorites. If there is anyone who can't find the joy in this game. They will miss out on one of the best games in our lifetime. I don't care about getting trophies on the PlayStation. This is the first game I have decided to get the platinum.;expanded;English;10
KevinWalker;Sets the standard for story-line based and linear games for the next 20 years. Absolutely phenomenal. The relationship between Joel and Ellie could only be shown better through a greater amount of content. They used their time with us masterfully and created a real winner here with the last of us;expanded;English;10
